,카테고리,제목,강사,가격,평점,리뷰,URL
351,프로그래밍 - 인공지능,모두를 위한 딥러닝 - Deep Reinforcement Learning,Sung Kim,0,5.0,,https://edu.goorm.io/lecture/3980/모두를-위한-딥러닝-deep-reinforcement-learning
352,프로그래밍 - 프로그래밍 기초,MATLAB으로 시작하는 프로그래밍,박범진,0,5.0,"""좋아요!""",https://edu.goorm.io/lecture/3977/matlab으로-시작하는-프로그래밍
353,프로그래밍 - 인공지능,모두를 위한 딥러닝 - 기본적인 머신러닝과 딥러닝,Sung Kim,0,5.0,"""쉽게 설명해주셔서 이해가 잘 됩니다.""",https://edu.goorm.io/lecture/3979/모두를-위한-딥러닝-기본적인-머신러닝과-딥러닝
354,웹 프로그래밍 - 프로그래밍,[ Ruby Coin ] Rails로 쉽고 빠른 웹사이트 만들기,Karoid,0,4.7,"""설명을 잘 해주셔요!""",https://edu.goorm.io/lecture/1928/ruby-coin-rails로-쉽고-빠른-웹사이트-만들기
355,프로그래밍 - 프로그래밍 기초,[저자직강] Hello Coding 한입에 쏙 파이썬: 크리에이터 김왼손의 쉽고 빠른 파이썬 강의,김왼손의 왼손코딩,0,5.0,"""예제를 바로바로 실행해보면서 쉽게 배울 수 있어서 좋습니다.""",https://edu.goorm.io/lecture/3856/저자직강-hello-coding-한입에-쏙-파이썬-크리에이터-김왼손의-쉽고-빠른-파이썬-강의
356,프로그래밍 - 기타,정보처리산업기사 기출문제,구름,0,5.0,"""예전에 공부했던걸 더듬어가며 풀어봤는데 역시나 과락했네요 기출문제지만 온라인에서 쉽게 풀어보고 점수까지 확인해주니 좋아요""",https://edu.goorm.io/lecture/3755/정보처리산업기사-기출문제
357,프로그래밍 - 알고리즘,다시 풀어보는 2016/2017 정보올림피아드 지역 대회 초등부 기출 문제,구름,0,5.0,,https://edu.goorm.io/lecture/3746/다시-풀어보는-2016-2017-정보올림피아드-지역-대회-초등부-기출-문제
358,프로그래밍 - 알고리즘,다시 풀어보는 2016/2017 정보올림피아드 지역 대회 중등부 기출 문제,구름,0,0.0,,https://edu.goorm.io/lecture/3745/다시-풀어보는-2016-2017-정보올림피아드-지역-대회-중등부-기출-문제
359,프로그래밍 - 알고리즘,다시 풀어보는 2016/2017 정보올림피아드 지역 대회 고등부 기출 문제,구름,0,0.0,,https://edu.goorm.io/lecture/3744/다시-풀어보는-2016-2017-정보올림피아드-지역-대회-고등부-기출-문제
360,프로그래밍 - 모바일 프로그래밍,IOS Firebase 강의,하울의 코딩 채널,0,5.0,,https://edu.goorm.io/lecture/3530/ios-firebase-강의
361,프로그래밍 - 모바일 프로그래밍,안드로이드 Firebase 강의,하울의 코딩 채널,0,0.0,,https://edu.goorm.io/lecture/3528/안드로이드-firebase-강의
362,프로그래밍 - 모바일 프로그래밍,Node.js Firebase - Function,하울의 코딩 채널,0,5.0,,https://edu.goorm.io/lecture/3570/node-js-firebase-function
363,프로그래밍 - 프로그래밍 기초,[바로실습] 생활코딩 - 자바스크립트(Javascript),생활코딩,0,5.0,"""잘 듣고 있습니다""",https://edu.goorm.io/lecture/2229/바로실습-생활코딩-자바스크립트-javascript
364,프로그래밍 - 프로그래밍 기초,김왼손의 유기농냠냠파이썬,김왼손의 왼손코딩,0,5.0,"""강좌의 길이가 짧아 쉽게 집중할 수 있고 wrap up으로 간단하게 정리되어있어 전에 배운 내용을 쉽게 복습할 수 있다.""",https://edu.goorm.io/lecture/3524/김왼손의-유기농냠냠파이썬
365,프로그래밍 - 모바일 프로그래밍,HowlTalk - Android (Firebase),하울의 코딩 채널,0,5.0,,https://edu.goorm.io/lecture/3533/howltalk-android-firebase
366,프로그래밍 - 모바일 프로그래밍,HowlTalk - IOS(Firebase),하울의 코딩 채널,0,0.0,,https://edu.goorm.io/lecture/3532/howltalk-ios-firebase
367,프로그래밍 - 모바일 프로그래밍,Node.js 서버 개발,하울의 코딩 채널,0,4.8,"""아쉬운 부분은 음..전체적으로 수업이 혼자서 진행하는 형식같고.. 좀더 어떻게 흘러가는지랑 확대하는 기능들을 많이 사용했으면 하네요..글씨도 작고..혼자 후루룩 나가버려서 아쉽네요..뭐가 뭔지도 잘 모르겠어요..ㅜㅜ""",https://edu.goorm.io/lecture/3534/node-js-서버-개발
368,프로그래밍 - 모바일 프로그래밍,안드로이드 앱 개발 강의 - 기초편,하울의 코딩 채널,0,4.6,"""처음엔 너무 생소했으나 차차 적응되어 잘 배우고 있고 설명 좋게 들었습니다""",https://edu.goorm.io/lecture/3523/안드로이드-앱-개발-강의-기초편
369,프로그래밍 - 모바일 프로그래밍,Swift3 아이폰 앱 강의-초보,하울의 코딩 채널,0,4.3,"""이번에 새롭게 아이폰 swift 강의 듣고 있습니다""",https://edu.goorm.io/lecture/3527/swift3-아이폰-앱-강의-초보
370,프로그래밍 - 프로그래밍 기초,C 프로그래밍 - 입문에서 게임 개발까지,나도코딩,0,5.0,"""쉽게 설명해주셔서 좋아요""",https://edu.goorm.io/lecture/1972/c-프로그래밍-입문에서-게임-개발까지
371,프로그래밍 - 블록 프로그래밍,스크래치3 프로그래밍 - 기초부터 게임 만들기까지!,구름,0,4.8,"""쉬워서 이해가 잘되요!""",https://edu.goorm.io/lecture/1478/스크래치3-프로그래밍-기초부터-게임-만들기까지
372,프로그래밍 - 프로그래밍 기초,한 눈에 끝내는 파이썬3 기초,구름,99000,4.9,"""오랜만에 프로그래밍을 하는데 복습하기에 난이도가 매우 적합하고 처음 입문하는 입문자들에게도 적당한 난이도임. 프로젝트 파트는 해설까지 있어 어려움을 겪는 사람에게 도움이 되어 좋다고 생각함""",https://edu.goorm.io/lecture/3493/한-눈에-끝내는-파이썬3-기초
373,프로그래밍 - 블록 프로그래밍,엔트리 기초부터 활용까지 정글코딩!,정글코딩,0,5.0,,https://edu.goorm.io/lecture/2164/엔트리-기초부터-활용까지-정글코딩
374,프로그래밍 - 프로그래밍 교양,[PYCON2017 시리즈] 머신러닝을 위한 기초 수학 살펴보기,MinJae Kwon,0,4.0,"""excellent""",https://edu.goorm.io/lecture/1489/pycon2017-시리즈-머신러닝을-위한-기초-수학-살펴보기
375,프로그래밍 - 프로그래밍 교양,[PYCON2017 시리즈] 파이썬에서 보다 정확한 숫자 계산하기,leehosung,0,5.0,"""설명이 좋은 것 같아요""",https://edu.goorm.io/lecture/1488/pycon2017-시리즈-파이썬에서-보다-정확한-숫자-계산하기
376,프로그래밍 - 프로그래밍 교양,[PYCON2017 시리즈] 처음부터 알아보는 웹 크롤러,Lee Junbum,0,5.0,"""실습 코드가 제대로 돌아가지 않는데, 왜인지 모르겠네요. 수정되었다고 하셔서 계속 해봤지만 돌아가질 않아 일단 개념만 넣는 느낌으로 학습하고 있습니다!""",https://edu.goorm.io/lecture/1487/pycon2017-시리즈-처음부터-알아보는-웹-크롤러
377,프로그래밍 - 프로그래밍 교양,실리콘밸리의 개발자,구름,0,4.5,""".""",https://edu.goorm.io/lecture/1490/실리콘밸리의-개발자
378,프로그래밍 - 프로그래밍 기초,김왼손의 미운코딩새끼: 4시간만에 끝내는 파이썬 기초,김왼손의 왼손코딩,0,4.9,"""급하게 기초 파이썬을 필요로 해서 자료를 찾아다녔는데, 정말 쉽고 간단하게 설명해서 좋았습니다. 덕분에 기초지만 하루컷 할 수 있었네요.""",https://edu.goorm.io/lecture/1461/김왼손의-미운코딩새끼-4시간만에-끝내는-파이썬-기초
379,프로그래밍 - 블록 프로그래밍,엔트리 프로그래밍 - 기초부터 게임 만들기까지!,구름,0,4.8,"""재미있고 흥미를 느꼈어요""",https://edu.goorm.io/lecture/1361/엔트리-프로그래밍-기초부터-게임-만들기까지
380,프로그래밍 - 알고리즘,실전 유형 코딩 테스트 모의고사 - 시즌3,구름,80000,4.0,""" """,https://edu.goorm.io/lecture/1271/실전-유형-코딩-테스트-모의고사-시즌3
381,프로그래밍 - 알고리즘,실전 유형 코딩 테스트 모의고사 - 시즌2,구름,100000,3.7,"""ㅍ""",https://edu.goorm.io/lecture/1239/실전-유형-코딩-테스트-모의고사-시즌2
382,프로그래밍 - 알고리즘,실전 유형 코딩 테스트 모의고사 - 시즌4,구름,100000,4.7,"""도움되요""",https://edu.goorm.io/lecture/1193/실전-유형-코딩-테스트-모의고사-시즌4
383,프로그래밍 - 프로그래밍 기초,야곰의 스위프트 프로그래밍,야곰,0,5.0,"""기초를 잡기좋아요""",https://edu.goorm.io/lecture/1141/야곰의-스위프트-프로그래밍
384,프로그래밍 - 알고리즘,실전 유형 코딩 테스트 모의고사 - 시즌1,구름,100000,3.8,"""온라인 코딩 테스트 막연했는데 많은 도움받았습니다.""",https://edu.goorm.io/lecture/970/실전-유형-코딩-테스트-모의고사-시즌1
385,프로그래밍 - 프로그래밍 기초,[바로실습] 생활코딩 - 자바(JAVA),생활코딩,0,4.8,"""완벽합니다.""",https://edu.goorm.io/lecture/41/바로실습-생활코딩-자바-java
386,웹 프로그래밍 - 프로그래밍,TODO 앱을 직접 만들면서 배우는 node.js / express / bootstrap / jquery,구름,0,4.9,"""좋아요""",https://edu.goorm.io/lecture/332/todo-앱을-직접-만들면서-배우는-node-js-express-bootstrap-jquery
387,프로그래밍 - 프로그래밍 교양,PYCON 2017 영코더,구름,0,3.5,"""수료증 어디서 얻나요?""",https://edu.goorm.io/lecture/787/pycon-2017-영코더
388,프로그래밍 - 프로그래밍 교양,제1회 구름코드챌린지(GCC) 기출 문제,구름,0,3.0,,https://edu.goorm.io/lecture/790/제1회-구름코드챌린지-gcc-기출-문제
389,프로그래밍 - 프로그래밍 기초,[바로실습] 생활코딩 - 파이썬(Python),생활코딩,0,4.8,"""굿""",https://edu.goorm.io/lecture/44/바로실습-생활코딩-파이썬-python
390,프로그래밍 - IoT,한 눈에 끝내는 아두이노 기초,구름,0,4.5,"""기대되는 강좌입니다.""",https://edu.goorm.io/lecture/203/한-눈에-끝내는-아두이노-기초
391,프로그래밍 - 알고리즘,10주 완성 알고리즘 코딩테스트,코딩몬스터,200000,4.5,"""이해하기 쉬워요! """,https://edu.goorm.io/lecture/554/10주-완성-알고리즘-코딩테스트
392,프로그래밍 - 프로그래밍 기초,한 눈에 끝내는 C언어 기초,구름,0,4.9,"""Good""",https://edu.goorm.io/lecture/201/한-눈에-끝내는-c언어-기초
